SAHP_index
,max,mean,centroidX,centroidY,Date
61,1018.8455568626500,1017.2963264343400,-10.340608771815100,-30.583548286640500,1945-02-01
62,1020.7339433953200,1019.2357246244000,-2.9609155625418200,-33.30222184881970,1945-03-01
63,1022.9700846467200,1021.5453428504300,-22.072953009906800,-35.57164681250510,1945-04-01
64,1020.0837305020500,1018.5468538097900,-7.766514269296250,-29.99385669731240,1945-05-01
65,1025.2566285422100,1023.7480245304100,-2.2430767975288400,-29.852513902536000,1945-06-01
66,1026.4924784749700,1024.9533035489800,-6.580142278315180,-30.06978695397710,1945-07-01
67,1022.2936037126900,1020.8919448055100,-10.19562092469710,-25.90251900033120,1945-08-01
68,1024.7799510210800,1023.005228559780,-23.194488485456100,-33.03024727756200,1945-09-01
69,1021.740951817020,1020.2427890876200,-7.136318284498260,-28.115913255582200,1945-10-01
70,1022.4284367533400,1020.8279984915800,-3.6467176022254100,-30.184498098825800,1945-11-01
71,1020.6310217119800,1019.0624445293100,-3.921117310827740,-30.67753469270430,1945-12-01
72,1023.0093293078200,1021.4379336227400,-5.18965851480897,-32.66600012263390,1946-01-01
73,1019.8809904754200,1018.4570370050600,-4.4908161092209200,-32.4493804542392,1946-02-01
74,1021.6222520871100,1020.1523017000000,-4.313077372981500,-33.62554097989650,1946-03-01
75,1019.5393676757800,1017.6949327379900,-10.054831154357600,-29.86447580014160,1946-04-01
76,1019.8678722679600,1018.3088295737900,-13.165822694260500,-26.4509019980757,1946-05-01
77,1023.1804094449600,1021.5284112111000,-3.2364559688809400,-28.025626577678900,1946-06-01
78,1023.3298369199000,1021.4679070793700,-2.8575516344449400,-27.68494237491630,1946-07-01
79,1024.5051765115900,1022.862035279390,-15.485381637458000,-28.15313218162170,1946-08-01
80,1023.0792798399900,1021.6012629041400,-12.293994889932000,-28.947798664928200,1946-09-01
81,1020.3978105546000,1018.8667331731800,-6.681158095048830,-28.702721925612300,1946-10-01
82,1020.9293225086300,1019.3235846385300,-1.2014268580098800,-30.614816896098700,1946-11-01
83,1020.2997825145700,1018.8474166564400,-7.788533725434020,-30.409606899403300,1946-12-01
84,1021.1809786772400,1019.5542675161500,-6.395847448551940,-31.27503858006180,1947-01-01
85,1021.2985424576300,1019.8104244443400,5.216986339184420,-34.89373956607250,1947-02-01
86,1023.0681054741100,1021.5869003423900,-1.9687741758366700,-34.597308926434400,1947-03-01
87,1021.5891909617900,1019.9003737961400,2.2049525539346100,-32.86264608029600,1947-04-01
88,1023.3018465563700,1021.8721676689300,2.3895417735383600,-33.97273581562500,1947-05-01
89,1026.1487553566700,1024.8246440658900,-6.035635981945810,-32.66719639911610,1947-06-01
90,1024.616181225520,1023.024907505060,-8.171467948898100,-27.993087070049000,1947-07-01
91,1021.5230422285400,1020.2615381544600,-9.334623562662280,-24.93395272966730,1947-08-01
92,1024.7440485786600,1023.3791798167200,-6.872601564839690,-32.67113106913680,1947-09-01
93,1022.8118675947200,1021.2534805171500,0.33340919231777900,-31.898581144711200,1947-10-01
94,1019.2398700686200,1017.6836661888100,-3.7805212118979700,-29.10345016723510,1947-11-01
95,1019.8831176757800,1018.3302461458900,-2.360842755713860,-29.99743400039810,1947-12-01
96,1019.7973580490800,1018.2868585575800,-11.07052879578950,-29.456901832507800,1948-01-01
97,1020.9568481445300,1019.3876767353900,-2.7010029615171900,-34.44605134178380,1948-02-01
98,1020.7420878447600,1019.2351796722200,-5.65334727558705,-35.32089609371110,1948-03-01
99,1019.8400192912700,1017.9731377253800,3.179132618835360,-33.35601715636840,1948-04-01
100,1020.1040452774600,1018.4790237433800,-14.094416191183000,-26.635461817531800,1948-05-01
101,1024.0246603172300,1022.5288193392100,-11.729621869142100,-27.7839095302372,1948-06-01
102,1025.9990907721200,1024.457308593970,-13.782299065661800,-29.99201860755730,1948-07-01
103,1023.3587493640400,1021.933701088490,-7.926362929437160,-27.71618577776820,1948-08-01
104,1023.0805573924400,1021.6715707033500,-12.555657459945900,-29.449550962551200,1948-09-01
105,1025.4405045360300,1023.5947237769300,-8.241780511398500,-33.344657201375600,1948-10-01
106,1021.5293353758800,1019.9425847895500,-2.465164277814410,-30.518812834574100,1948-11-01
107,1020.2341032247100,1018.6116035411000,-3.8578315200601200,-29.509724336835800,1948-12-01
108,1019.3654455114200,1017.8062692000300,-8.235232108618600,-29.051486120079500,1949-01-01
109,1020.5954437376900,1019.1777892748800,-3.8181854190255300,-33.872581823017400,1949-02-01
110,1020.3336596190900,1018.7057867539400,-3.805424246244530,-34.49889550584070,1949-03-01
111,1021.2929912861400,1019.6965544492400,-5.578877242585760,-28.92135748905940,1949-04-01
112,1019.3490678705300,1018.0396355553900,-7.37037762544133,-27.706700505953300,1949-05-01
113,1022.788006526420,1020.9759996608700,-17.707900459686000,-27.96753459242720,1949-06-01
114,1023.0009055780200,1021.7057970769900,-10.285628016232900,-25.923172844566000,1949-07-01
115,1023.5570047069300,1022.1441261013100,-11.90260410927290,-27.30936557969870,1949-08-01
116,1024.8191701062000,1023.1724176752000,-7.729598267372420,-29.275300202861900,1949-09-01
117,1024.19804199785,1022.7991380602400,-10.246257421063800,-32.63812688146620,1949-10-01
118,1021.3434621370400,1019.7927061793800,-3.451768800356030,-31.16483910585110,1949-11-01
119,1018.338424904270,1016.7179970344800,-2.080757341732230,-28.00471899506040,1949-12-01
120,1018.9810716253700,1017.3987149230800,-3.2332929482160400,-30.2905859120426,1950-01-01
121,1021.6892789043500,1020.030024297460,-8.639780515994900,-32.91431335952150,1950-02-01
122,1019.1495789382600,1017.6906156164600,-11.01982962265910,-30.24761622223820,1950-03-01
123,1020.3305774177400,1018.8246627682900,-9.747415294784790,-31.650715202365300,1950-04-01
124,1021.5185926547300,1020.1332456718800,2.9111013070210300,-32.54661588688830,1950-05-01
125,1022.308519273070,1020.6982560640700,-16.28950179388650,-28.179800038309300,1950-06-01
126,1026.6968127181800,1025.0728968671400,-11.27899760571240,-29.86596573242690,1950-07-01
127,1022.8836694657800,1021.4635992933600,-5.533782004643960,-26.286863423357100,1950-08-01
128,1022.4723317995700,1020.7321622744400,-3.3673344657033800,-26.338884328412700,1950-09-01
129,1023.389309133400,1021.7564331179400,0.4680295868843080,-30.808356972150900,1950-10-01
130,1022.123633180750,1020.6530577846100,-4.22804810694054,-32.84559405947550,1950-11-01
131,1023.9548914702600,1022.3809916533800,-3.9643036257486000,-33.36813973224530,1950-12-01
132,1021.9717095177600,1020.554870045760,-8.959685548860130,-31.983140996344200,1951-01-01
133,1021.6333701871300,1020.1359275113000,-3.8163445241490100,-33.69206691710280,1951-02-01
134,1018.851142256060,1017.3835658130700,-3.169122970161400,-30.200069011435100,1951-03-01
135,1018.6524608973400,1017.3407013800100,-11.609629231089800,-28.650761428537300,1951-04-01
136,1021.9898504559000,1020.1615296534900,-4.210627283423570,-30.100320249308500,1951-05-01
137,1025.4012577235700,1023.7854978133200,-21.810423351941500,-29.11296752377190,1951-06-01
138,1025.8305077888100,1024.3820562304400,-10.32621617622960,-28.545967443809900,1951-07-01
139,1023.145544655620,1021.4444283319600,-12.134066259534300,-27.291019618424300,1951-08-01
140,1023.2567483042400,1021.8312932585700,-11.019080791578400,-27.896763874892100,1951-09-01
141,1022.1170788090700,1020.4966581017200,-7.92915649214598,-28.242552018307200,1951-10-01
142,1020.126396458600,1018.6383943643100,-8.309767948906550,-27.060163566650100,1951-11-01
143,1021.0146193080600,1019.4832425299600,-2.8549507238121100,-29.82804358178920,1951-12-01
144,1019.8648802638100,1018.3419188781400,-5.977172664911860,-27.909292077714100,1952-01-01
145,1019.7433450678400,1018.2988999080600,-4.857385690188770,-32.39683588806050,1952-02-01
146,1019.9932234538700,1018.572304476230,-6.851882794593340,-32.321377307207000,1952-03-01
147,1020.0539025822700,1018.4399514478000,-2.272017763809190,-29.555059950042100,1952-04-01
148,1021.4041276713800,1020.0373772951200,-8.36764055831069,-29.88269510935110,1952-05-01
149,1022.0114785237200,1020.4122776174500,-3.5763114345335900,-25.06711792861630,1952-06-01
150,1026.1350347884,1024.6028990389400,-15.58551786562010,-29.28962089796270,1952-07-01
151,1023.6536024753000,1022.1379857079000,-14.100293686609700,-27.427845845540400,1952-08-01
152,1020.4804366026100,1019.1111006553300,-8.239784903716040,-24.384190963005300,1952-09-01
153,1022.7600813116900,1021.2831860907200,-5.733878155888550,-29.29001416543120,1952-10-01
154,1021.6485835909800,1020.1820128650600,-1.121414984924480,-34.25188184023940,1952-11-01
155,1024.4182195067400,1022.9182097599400,-4.928390702276570,-33.24084361635300,1952-12-01
156,1019.9051786968500,1018.1818204577400,-6.890835930435190,-28.183606117027500,1953-01-01
157,1019.8113407455400,1018.2164187750900,-5.159803284117890,-32.43492420325140,1953-02-01
158,1018.4430639743800,1017.0824393304800,-8.07255455644499,-31.345083975948100,1953-03-01
159,1020.8748796922200,1019.7162908629900,-10.401676084913900,-31.878031455807400,1953-04-01
160,1020.7570891217300,1019.3147034333100,-10.409870093071500,-29.014037525947800,1953-05-01
161,1025.2322988379700,1023.3247631763500,-19.057668771325800,-29.115912123497000,1953-06-01
162,1023.361022375520,1021.9328226789200,-11.020193948373500,-25.81441898121650,1953-07-01
163,1025.4346075933400,1023.8646286230000,-19.89395939873850,-28.09337238028990,1953-08-01
164,1022.5003356328200,1020.7629809136200,-6.872091613329060,-28.413141692774900,1953-09-01
165,1022.0786043759400,1020.3987455016600,0.09529850484204540,-29.321719045171800,1953-10-01
166,1022.2522303452700,1020.6862290481800,-2.0182621023904600,-31.416320721120500,1953-11-01
167,1019.3124316781800,1017.8178782374900,-2.248009374322160,-31.11222925607000,1953-12-01
168,1021.674608360980,1019.8917772280000,1.2428387150662000,-33.402409042281600,1954-01-01
169,1021.6546088121800,1019.8872875570200,1.1650188344965700,-34.08481666035630,1954-02-01
170,1020.2260615732500,1018.6488538169700,-1.9667136088510700,-32.68451595907310,1954-03-01
171,1020.215424189340,1018.9075504316100,-5.30287047839913,-32.777833082288000,1954-04-01
172,1021.2761813104200,1019.7394196076500,-10.355059299032300,-26.87429188548600,1954-05-01
173,1023.4354108460200,1021.8485584944100,-5.1171040089494000,-30.21242108204580,1954-06-01
174,1025.3499316088900,1023.6642682176600,-9.106351778596880,-28.771560683576800,1954-07-01
175,1024.753149650990,1023.0445329660700,-14.655712460577800,-27.656688234796900,1954-08-01
176,1022.7810926828500,1021.3518707736100,-8.829398434529470,-25.51370805566490,1954-09-01
177,1021.5129853384600,1019.8710427999000,-3.626447971856230,-29.821770536690600,1954-10-01
178,1022.6112673766900,1021.0232296920000,0.06837240282787000,-31.454106960318700,1954-11-01
179,1020.0004901858000,1018.4629768793700,-6.854111387131260,-28.227275391591700,1954-12-01
180,1020.9840561198100,1019.4463427565700,-2.1235590296605800,-31.750505892839100,1955-01-01
181,1020.559152030390,1019.0674673149900,-9.569945536374540,-33.922212451209500,1955-02-01
182,1018.7302315998800,1017.4513585161500,-7.2640043613821400,-31.27175879959580,1955-03-01
183,1020.4078415036200,1018.7398285305800,-1.9081722518034600,-30.606859402207000,1955-04-01
184,1019.8691436387600,1018.5584090465000,-8.209957200794040,-28.686805516734200,1955-05-01
185,1023.5031127929700,1022.0053671995700,-2.2684671704770600,-30.159191910527400,1955-06-01
186,1025.0036729602100,1023.459996497320,-10.174329549680400,-27.600674899583100,1955-07-01
187,1023.7023930568200,1022.15664969034,-15.490951734003900,-26.430944481721600,1955-08-01
188,1022.6891720444000,1021.1130885415600,-8.621020250884560,-28.79163278872220,1955-09-01
189,1021.7514143292800,1020.0578361179000,-1.4774422640244000,-30.325841446904100,1955-10-01
190,1020.1524540041600,1018.6482866895300,-2.936384424290830,-28.579216675461900,1955-11-01
191,1021.4161351639800,1019.8522486733400,-7.752580114724000,-29.12820212522000,1955-12-01
192,1017.3236058009800,1015.9270239894700,-9.839631658392,-27.78131583715400,1956-01-01
193,1020.9772123582700,1019.5650734259000,-12.57651910221110,-32.46971023792160,1956-02-01
194,1020.9815264055500,1019.74121018972,-9.23788247582436,-34.45856975877040,1956-03-01
195,1021.4502549115600,1019.7738997048700,1.1542431907281900,-33.351918915992900,1956-04-01
196,1021.7312719207300,1020.2319967885200,1.954294964851210,-33.14685342297250,1956-05-01
197,1021.5422553271100,1019.8674018124300,-2.2249139800590500,-28.57715077579010,1956-06-01
198,1021.6556102638100,1020.2158324920200,-8.397355555864820,-24.54656032209090,1956-07-01
199,1023.798046130690,1022.1272056853200,-11.592287215526800,-28.33228767990780,1956-08-01
200,1022.7960435207900,1021.2224773602000,-14.13915012419090,-26.781206578301600,1956-09-01
201,1024.0773581955600,1022.3420939205800,-3.5218640455179500,-30.8211477861451,1956-10-01
202,1021.106108404700,1019.5725996223100,0.6791986292433680,-31.607303571871500,1956-11-01
203,1020.3283694065200,1018.73900751319,-2.0930589522941600,-30.54966946348510,1956-12-01
204,1020.8155501140300,1019.2833669163900,-13.171491887896700,-30.20914145030720,1957-01-01
205,1018.7677476620300,1017.1757311052800,-9.990878780596770,-29.119309262129900,1957-02-01
206,1019.7739210864500,1018.3911811237700,-12.40948610294710,-32.04163738498970,1957-03-01
207,1018.7742657950100,1017.2586551863300,-7.153636900461720,-27.940095921451900,1957-04-01
208,1021.992345308890,1020.0946662047100,-17.221403836800600,-28.76521033538280,1957-05-01
209,1025.5560642266600,1023.9750113225400,-10.152184312781700,-29.044381986073700,1957-06-01
210,1024.4750316310700,1022.9181151319800,-18.97970318596750,-29.085115893600700,1957-07-01
211,1023.2666710894600,1021.8307233513300,-9.909316374501840,-25.913403746337400,1957-08-01
212,1024.082504345100,1022.4258457584000,-3.527906431665960,-29.69215382326370,1957-09-01
213,1025.856069324540,1024.2757062115700,-13.62299212470910,-29.78867701716260,1957-10-01
214,1019.7059371015100,1018.0345839304000,-7.42662147944689,-26.636882566319800,1957-11-01
215,1021.1980452928700,1019.6047315890400,-5.182926937063820,-28.69273695279020,1957-12-01
216,1020.3086867407000,1018.7750270181900,-9.243567044293830,-30.894927614196000,1958-01-01
217,1021.9843132649500,1020.3546882970600,-7.504017947095030,-30.061829135735200,1958-02-01
218,1021.1042236201500,1019.5615094867800,-8.270851024584210,-31.26628135965120,1958-03-01
219,1020.3522680793000,1019.0458478025200,-9.654038614966500,-31.06801827533580,1958-04-01
220,1022.6213331767400,1021.0032338362600,-7.346210208704880,-28.05415287947300,1958-05-01
221,1023.5000891303600,1021.9285617155100,-3.9942305806760900,-26.450678539116000,1958-06-01
222,1025.0335571933500,1023.3385905216200,-21.037989596449600,-28.158635912608500,1958-07-01
223,1024.0940204402400,1022.6680699015800,-10.418162524105100,-28.687729138234300,1958-08-01
224,1022.8217791528400,1021.3998556593900,-11.315149717122400,-28.721219676739900,1958-09-01
225,1024.4681271566100,1022.835247774440,-5.048182517886390,-29.466787348521300,1958-10-01
226,1019.3668221184100,1017.857750061170,-10.349402614399500,-25.36759803934180,1958-11-01
227,1020.6977001586900,1019.1174742211400,-8.713098052141420,-28.92658551092520,1958-12-01
228,1020.5406344458500,1018.9468261964400,-7.213722308133870,-31.40777373411730,1959-01-01
229,1019.074857853350,1017.4446778666400,-5.188188813577580,-30.80301533943930,1959-02-01
230,1018.3900146484400,1016.8879170307,-8.65481000495732,-31.62860449968040,1959-03-01
231,1019.258599774910,1017.6950535647700,-7.446772608391740,-29.366390422831100,1959-04-01
232,1019.7993774414100,1018.4883015703900,-14.32977967132490,-29.22700210538670,1959-05-01
233,1022.6004316899900,1021.0388831583100,-3.114039578477010,-29.60900149944070,1959-06-01
234,1026.2604600107300,1024.6331553650600,-8.098578786226240,-28.25272081428260,1959-07-01
235,1024.116659465250,1022.4874648520000,-3.1852984609721700,-29.398448319926200,1959-08-01
236,1022.2463917667000,1020.9266579740600,-11.375009229664200,-28.633196795515000,1959-09-01
237,1021.6734191016300,1020.0846178540100,-0.3032970550227700,-29.447117949877700,1959-10-01
238,1022.4804366300800,1020.9638313268800,-3.6475943347099600,-31.102540167565500,1959-11-01
239,1021.8128501847400,1020.270113916230,-3.331183905368160,-31.460395693902300,1959-12-01
240,1024.6145393308300,1022.9728218575600,-8.02518609793933,-33.812687260629900,1960-01-01
241,1023.3879126682900,1021.7704049557800,-9.368800334775230,-33.19070319231980,1960-02-01
242,1023.6708840765100,1021.9374713489000,-13.316884090911300,-35.19259484007990,1960-03-01
243,1022.8314256370100,1021.1775878018800,-4.550623805712580,-32.59466138918940,1960-04-01
244,1020.9097973108300,1019.3975794935200,-2.371860737540640,-29.964548342815500,1960-05-01
245,1023.971772454680,1022.5091114635000,-9.506984620549440,-27.94001738892080,1960-06-01
246,1024.5603325665000,1023.2194424547000,-8.647674344032150,-30.949135217494300,1960-07-01
247,1027.4396169241500,1025.91784099594,-15.1235551268002,-31.114803792320400,1960-08-01
248,1023.064932487910,1021.5730553026700,-9.722093429316380,-27.68963567311270,1960-09-01
249,1022.7821071730000,1021.4400740894600,-14.076010536756100,-29.215049330230000,1960-10-01
250,1024.6030157152600,1023.0269906824000,-2.370063518975660,-33.88861747526450,1960-11-01
251,1022.7709339489200,1021.2283473398400,-8.07017539003172,-30.842542897124500,1960-12-01
252,1022.9644723478700,1021.3477258324800,-5.9151143133449800,-33.07002293794170,1961-01-01
253,1019.98715862073,1018.3637068554000,-5.012502489431130,-30.620738699571700,1961-02-01
254,1022.6437583398100,1021.2410493390500,-4.53872080692233,-33.076552003655900,1961-03-01
255,1020.6430223966000,1019.0789862417300,-5.513296860739930,-32.05909405331360,1961-04-01
256,1020.4435809068400,1018.9595379745900,-9.40357616553586,-27.513466661398200,1961-05-01
257,1024.6923484010600,1023.2001660856300,-17.154172494256400,-28.464495402404200,1961-06-01
258,1024.6509935855900,1023.1267191739300,-6.455580549715960,-28.15305195878960,1961-07-01
259,1023.7546847462700,1022.4373410266100,-9.1963650522368,-26.241905877228700,1961-08-01
260,1022.1837237328300,1020.484397059500,-13.458485604842700,-25.99729147456410,1961-09-01
261,1026.0591968018600,1024.5729974419900,-11.248958328254,-31.375478092552900,1961-10-01
262,1022.0102990772600,1020.5285868973300,1.3160412223464000,-32.47763279794760,1961-11-01
263,1022.9271301534000,1021.4305968400800,-7.331390086128270,-31.366526038491800,1961-12-01
264,1019.5868938015800,1018.0284360536600,-7.747612066273180,-29.775827339983100,1962-01-01
265,1019.5004843031100,1018.0337435282100,-9.226144901350030,-29.211818099679000,1962-02-01
266,1019.3448730353300,1017.8894599006200,-9.992371918948180,-30.187357708472600,1962-03-01
267,1019.7336571603100,1018.0163593172400,-0.25259716237057400,-30.418204148862100,1962-04-01
268,1021.663015589120,1020.0778120831200,5.385019240726850,-31.480719838608800,1962-05-01
269,1021.6482751150600,1019.8312176344300,-19.236930675257600,-26.507277091261200,1962-06-01
270,1024.9891300927800,1023.4297149784200,-10.071720585670800,-26.572068369830500,1962-07-01
271,1023.8969400068700,1022.3380603916900,-9.960202385060640,-25.291370319377400,1962-08-01
272,1024.2671982152400,1022.7683161353300,-9.288512483162300,-28.891178403535500,1962-09-01
273,1021.6794353723500,1019.9301543778700,-5.85203955390428,-29.697956814562900,1962-10-01
274,1022.2809404092800,1020.710760323020,-3.7311334665568500,-29.53560343065030,1962-11-01
275,1021.5946043175600,1020.0020438540400,-3.6626084205573,-29.90105643864300,1962-12-01
276,1019.2243555113700,1017.646233140710,-4.406857011529560,-32.71178921049750,1963-01-01
277,1020.161545837300,1018.7554456365800,-10.812994751219000,-32.00355232946520,1963-02-01
278,1020.2955442648400,1018.5500658938800,-5.714117578730300,-33.58739380107830,1963-03-01
279,1020.5885179638900,1019.0555091538400,-0.8208078927017650,-33.61430192683210,1963-04-01
280,1020.223516987170,1018.6092253109400,-8.932227219903720,-27.494077618999000,1963-05-01
281,1021.1791570945600,1019.7519859308800,-11.426604951814400,-26.294701267926500,1963-06-01
282,1022.654801204340,1021.1216878257900,-8.53028846497967,-28.553195972585200,1963-07-01
283,1022.1117935967600,1020.6889621059000,-12.739225973125500,-24.64424514106690,1963-08-01
284,1022.018587499860,1020.4898114720900,-17.34721053802760,-26.40362629395300,1963-09-01
285,1021.7116870004700,1020.1674228568300,-2.762239716874680,-29.471323325882100,1963-10-01
286,1019.915964239280,1018.2634045477500,-1.6179864270221100,-29.66767152062240,1963-11-01
287,1019.0760827888700,1017.6033454123900,-6.766068126175090,-29.774481998315000,1963-12-01
288,1019.8067195233900,1018.254319066440,-2.3306788016554800,-29.396034805323700,1964-01-01
289,1017.7971406513800,1016.3171056815900,-6.427534854478560,-30.408639075885100,1964-02-01
290,1020.3511650115300,1018.6866596917000,-5.07910995342539,-30.748538268747300,1964-03-01
291,1020.5526051120800,1018.9323393065900,-0.16682271809574100,-30.120935880848800,1964-04-01
292,1019.456690384080,1018.3220754599500,-6.617154974353300,-28.410260666745700,1964-05-01
293,1020.7391731129000,1019.4080551490800,-8.115434078684460,-26.471359457349200,1964-06-01
294,1021.9053442552700,1020.4788553002000,-7.272841607634510,-26.25949769240820,1964-07-01
295,1027.6542964493900,1026.2273205554300,-13.126930946001400,-30.015337247612400,1964-08-01
296,1029.6791017949600,1028.0039499159700,-9.258630253072780,-33.06248944475090,1964-09-01
297,1022.9507191153200,1021.2927135424400,-4.810286004783220,-28.251533775107700,1964-10-01
298,1022.9182983189800,1021.3185759802400,-1.6036848249073700,-30.848201635455800,1964-11-01
299,1018.848979738540,1017.2228951444100,-3.649173356941070,-27.9859182331012,1964-12-01
300,1019.0739474836700,1017.3978874255200,-8.400878821580280,-28.694570213266200,1965-01-01
301,1015.681640593340,1014.166135860560,-5.09783860261919,-25.483750559894600,1965-02-01
302,1019.9678702685100,1018.2675772256300,-3.3946549167887700,-30.415118764694600,1965-03-01
303,1019.101719149850,1017.5053267709200,-4.653724589933400,-29.461480839194000,1965-04-01
304,1020.5478270817500,1019.1235295103800,0.774631889576035,-28.711302247788800,1965-05-01
305,1022.7140228017200,1021.4172190273700,-9.31061539573319,-27.268373506848600,1965-06-01
306,1022.4365977300300,1021.0103538822500,-5.970072105002100,-26.836877330982000,1965-07-01
307,1022.1071358919100,1020.6408574616900,-12.93071107089060,-25.16150698973960,1965-08-01
308,1022.5272306664800,1021.0285947918200,-7.942380133150320,-28.394387884660000,1965-09-01
309,1024.2380590988300,1022.8326534195500,-3.7434881670785100,-32.03454246124080,1965-10-01
